------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:26:45 (uptime: 0d, 00h 01m 21s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
tcp.active_sessions                           | Total                     | 65
flow.total                                    | Total                     | 796
flow.active                                   | Total                     | 67
flow.tcp                                      | Total                     | 793
flow.udp                                      | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 727
flow.wrk.flows_evicted_pkt_inject             | Total                     | 727
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 727
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 792
tcp.ssn_from_cache                            | Total                     | 696
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.quic                           | Total                     | 1
app_layer.tx.quic                             | Total                     | 7
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1
app_layer.tx.dns_udp                          | Total                     | 2
flow.end.state.new                            | Total                     | 1
flow.end.state.established                    | Total                     | 1
flow.end.state.closed                         | Total                     | 727
flow.end.tcp_state.closed                     | Total                     | 727
flow.mgr.full_hash_pass                       | Total                     | 78
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9602
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1645
flow.mgr.flows_notimeout                      | Total                     | 918
flow.mgr.flows_timeout                        | Total                     | 727
flow.mgr.flows_evicted                        | Total                     | 727
flow.mgr.flows_evicted_needs_work             | Total                     | 725
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:39:58 (uptime: 0d, 00h 14m 34s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1765
capture.afpacket.polls                        | Total                     | 32741
capture.afpacket.poll_timeout                 | Total                     | 31034
capture.afpacket.poll_data                    | Total                     | 1707
decoder.pkts                                  | Total                     | 1765
decoder.bytes                                 | Total                     | 125841
decoder.ipv4                                  | Total                     | 1655
decoder.ethernet                              | Total                     | 1765
decoder.arp                                   | Total                     | 110
decoder.tcp                                   | Total                     | 1607
tcp.syn                                       | Total                     | 798
tcp.rst                                       | Total                     | 798
decoder.udp                                   | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 71
decoder.max_pkt_size                          | Total                     | 1292
tcp.active_sessions                           | Total                     | 67
flow.total                                    | Total                     | 802
flow.active                                   | Total                     | 69
flow.tcp                                      | Total                     | 799
flow.udp                                      | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 731
flow.wrk.flows_evicted_pkt_inject             | Total                     | 731
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 731
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 798
tcp.ssn_from_cache                            | Total                     | 702
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.quic                           | Total                     | 1
app_layer.tx.quic                             | Total                     | 7
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1
app_layer.tx.dns_udp                          | Total                     | 2
flow.end.state.new                            | Total                     | 1
flow.end.state.established                    | Total                     | 1
flow.end.state.closed                         | Total                     | 731
flow.end.tcp_state.closed                     | Total                     | 731
flow.mgr.full_hash_pass                       | Total                     | 79
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9602
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1660
flow.mgr.flows_notimeout                      | Total                     | 927
flow.mgr.flows_timeout                        | Total                     | 733
flow.mgr.flows_evicted                        | Total                     | 733
flow.mgr.flows_evicted_needs_work             | Total                     | 731
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:40:06 (uptime: 0d, 00h 14m 42s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1783
capture.afpacket.polls                        | Total                     | 33109
capture.afpacket.poll_timeout                 | Total                     | 31384
capture.afpacket.poll_data                    | Total                     | 1725
decoder.pkts                                  | Total                     | 1783
decoder.bytes                                 | Total                     | 126849
decoder.ipv4                                  | Total                     | 1673
decoder.ethernet                              | Total                     | 1783
decoder.arp                                   | Total                     | 110
decoder.tcp                                   | Total                     | 1625
tcp.syn                                       | Total                     | 807
tcp.rst                                       | Total                     | 807
decoder.udp                                   | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 71
decoder.max_pkt_size                          | Total                     | 1292
tcp.active_sessions                           | Total                     | 64
flow.total                                    | Total                     | 811
flow.active                                   | Total                     | 66
flow.tcp                                      | Total                     | 808
flow.udp                                      | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 743
flow.wrk.flows_evicted_pkt_inject             | Total                     | 743
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 743
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 807
tcp.ssn_from_cache                            | Total                     | 711
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.quic                           | Total                     | 1
app_layer.tx.quic                             | Total                     | 7
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1
app_layer.tx.dns_udp                          | Total                     | 2
flow.end.state.new                            | Total                     | 1
flow.end.state.established                    | Total                     | 1
flow.end.state.closed                         | Total                     | 743
flow.end.tcp_state.closed                     | Total                     | 743
flow.mgr.full_hash_pass                       | Total                     | 80
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9602
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1682
flow.mgr.flows_notimeout                      | Total                     | 937
flow.mgr.flows_timeout                        | Total                     | 745
flow.mgr.flows_evicted                        | Total                     | 745
flow.mgr.flows_evicted_needs_work             | Total                     | 743
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:40:14 (uptime: 0d, 00h 14m 50s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1803
capture.afpacket.polls                        | Total                     | 33481
capture.afpacket.poll_timeout                 | Total                     | 31737
capture.afpacket.poll_data                    | Total                     | 1744
decoder.pkts                                  | Total                     | 1803
decoder.bytes                                 | Total                     | 127941
decoder.ipv4                                  | Total                     | 1691
decoder.ethernet                              | Total                     | 1803
decoder.arp                                   | Total                     | 112
decoder.tcp                                   | Total                     | 1643
tcp.syn                                       | Total                     | 816
tcp.rst                                       | Total                     | 816
decoder.udp                                   | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 70
decoder.max_pkt_size                          | Total                     | 1292
tcp.active_sessions                           | Total                     | 68
flow.total                                    | Total                     | 820
flow.active                                   | Total                     | 70
flow.tcp                                      | Total                     | 817
flow.udp                                      | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 748
flow.wrk.flows_evicted_pkt_inject             | Total                     | 748
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 748
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 816
tcp.ssn_from_cache                            | Total                     | 720
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.quic                           | Total                     | 1
app_layer.tx.quic                             | Total                     | 7
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1
app_layer.tx.dns_udp                          | Total                     | 2
flow.end.state.new                            | Total                     | 1
flow.end.state.established                    | Total                     | 1
flow.end.state.closed                         | Total                     | 748
flow.end.tcp_state.closed                     | Total                     | 748
flow.mgr.full_hash_pass                       | Total                     | 81
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9602
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1695
flow.mgr.flows_notimeout                      | Total                     | 945
flow.mgr.flows_timeout                        | Total                     | 750
flow.mgr.flows_evicted                        | Total                     | 750
flow.mgr.flows_evicted_needs_work             | Total                     | 748
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:40:22 (uptime: 0d, 00h 14m 58s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1815
capture.afpacket.polls                        | Total                     | 33726
capture.afpacket.poll_timeout                 | Total                     | 31970
capture.afpacket.poll_data                    | Total                     | 1756
decoder.pkts                                  | Total                     | 1815
decoder.bytes                                 | Total                     | 128613
decoder.ipv4                                  | Total                     | 1703
decoder.ethernet                              | Total                     | 1815
decoder.arp                                   | Total                     | 112
decoder.tcp                                   | Total                     | 1655
tcp.syn                                       | Total                     | 822
tcp.rst                                       | Total                     | 822
decoder.udp                                   | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 70
decoder.max_pkt_size                          | Total                     | 1292
tcp.active_sessions                           | Total                     | 65
flow.total                                    | Total                     | 826
flow.active                                   | Total                     | 67
flow.tcp                                      | Total                     | 823
flow.udp                                      | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 757
flow.wrk.flows_evicted_pkt_inject             | Total                     | 757
flow.wrk.flows_evicted                        | Total                     | 9
flow.wrk.flows_injected                       | Total                     | 757
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 822
tcp.ssn_from_cache                            | Total                     | 726
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.quic                           | Total                     | 1
app_layer.tx.quic                             | Total                     | 7
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1
app_layer.tx.dns_udp                          | Total                     | 2
flow.end.state.new                            | Total                     | 1
flow.end.state.established                    | Total                     | 1
flow.end.state.closed                         | Total                     | 757
flow.end.tcp_state.closed                     | Total                     | 757
flow.mgr.full_hash_pass                       | Total                     | 82
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9602
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1713
flow.mgr.flows_notimeout                      | Total                     | 954
flow.mgr.flows_timeout                        | Total                     | 759
flow.mgr.flows_evicted                        | Total                     | 759
flow.mgr.flows_evicted_needs_work             | Total                     | 757
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:40:30 (uptime: 0d, 00h 15m 06s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1835
capture.afpacket.polls                        | Total                     | 34097
capture.afpacket.poll_timeout                 | Total                     | 32321
capture.afpacket.poll_data                    | Total                     | 1776
decoder.pkts                                  | Total                     | 1835
decoder.bytes                                 | Total                     | 129705
decoder.ipv4                                  | Total                     | 1721
decoder.ethernet                              | Total                     | 1835
decoder.arp                                   | Total                     | 114
decoder.tcp                                   | Total                     | 1673
tcp.syn                                       | Total                     | 831
tcp.rst                                       | Total                     | 831
decoder.udp                                   | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 70
decoder.max_pkt_size                          | Total                     | 1292
tcp.active_sessions                           | Total                     | 69
flow.total                                    | Total                     | 835
flow.active                                   | Total                     | 71
flow.tcp                                      | Total                     | 832
flow.udp                                      | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 762
flow.wrk.flows_evicted_pkt_inject             | Total                     | 762
flow.wrk.flows_evicted                        | Total                     | 10
flow.wrk.flows_injected                       | Total                     | 762
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 831
tcp.ssn_from_cache                            | Total                     | 735
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.quic                           | Total                     | 1
app_layer.tx.quic                             | Total                     | 7
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1
app_layer.tx.dns_udp                          | Total                     | 2
flow.end.state.new                            | Total                     | 1
flow.end.state.established                    | Total                     | 1
flow.end.state.closed                         | Total                     | 762
flow.end.tcp_state.closed                     | Total                     | 762
flow.mgr.full_hash_pass                       | Total                     | 83
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9602
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1732
flow.mgr.flows_notimeout                      | Total                     | 968
flow.mgr.flows_timeout                        | Total                     | 764
flow.mgr.flows_evicted                        | Total                     | 764
flow.mgr.flows_evicted_needs_work             | Total                     | 762
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:40:38 (uptime: 0d, 00h 15m 14s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1853
capture.afpacket.polls                        | Total                     | 34464
capture.afpacket.poll_timeout                 | Total                     | 32670
capture.afpacket.poll_data                    | Total                     | 1794
decoder.pkts                                  | Total                     | 1853
decoder.bytes                                 | Total                     | 130713
decoder.ipv4                                  | Total                     | 1739
decoder.ethernet                              | Total                     | 1853
decoder.arp                                   | Total                     | 114
decoder.tcp                                   | Total                     | 1691
tcp.syn                                       | Total                     | 840
tcp.rst                                       | Total                     | 840
decoder.udp                                   | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 70
decoder.max_pkt_size                          | Total                     | 1292
tcp.active_sessions                           | Total                     | 66
flow.total                                    | Total                     | 844
flow.active                                   | Total                     | 68
flow.tcp                                      | Total                     | 841
flow.udp                                      | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 774
flow.wrk.flows_evicted_pkt_inject             | Total                     | 774
flow.wrk.flows_evicted                        | Total                     | 14
flow.wrk.flows_injected                       | Total                     | 774
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 840
tcp.ssn_from_cache                            | Total                     | 744
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.quic                           | Total                     | 1
app_layer.tx.quic                             | Total                     | 7
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1
app_layer.tx.dns_udp                          | Total                     | 2
flow.end.state.new                            | Total                     | 1
flow.end.state.established                    | Total                     | 1
flow.end.state.closed                         | Total                     | 774
flow.end.tcp_state.closed                     | Total                     | 774
flow.mgr.full_hash_pass                       | Total                     | 83
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9602
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1747
flow.mgr.flows_notimeout                      | Total                     | 976
flow.mgr.flows_timeout                        | Total                     | 771
flow.mgr.flows_evicted                        | Total                     | 771
flow.mgr.flows_evicted_needs_work             | Total                     | 769
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 2
flow.recycler.queue_max                       | Total                     | 1
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:40:44 (uptime: 0d, 00h 15m 20s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 1864
capture.afpacket.polls                        | Total                     | 34675
capture.afpacket.poll_timeout                 | Total                     | 32867
capture.afpacket.poll_data                    | Total                     | 1804
decoder.pkts                                  | Total                     | 1864
decoder.bytes                                 | Total                     | 131303
decoder.ipv4                                  | Total                     | 1748
decoder.ethernet                              | Total                     | 1864
decoder.arp                                   | Total                     | 116
decoder.tcp                                   | Total                     | 1700
tcp.syn                                       | Total                     | 845
tcp.rst                                       | Total                     | 844
decoder.udp                                   | Total                     | 48
decoder.avg_pkt_size                          | Total                     | 70
decoder.max_pkt_size                          | Total                     | 1292
flow.total                                    | Total                     | 849
flow.tcp                                      | Total                     | 846
flow.udp                                      | Total                     | 3
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 845
flow.wrk.flows_evicted_pkt_inject             | Total                     | 845
flow.wrk.flows_evicted                        | Total                     | 16
flow.wrk.flows_injected                       | Total                     | 845
flow.wrk.flows_injected_max                   | Total                     | 2
tcp.sessions                                  | Total                     | 845
tcp.ssn_from_cache                            | Total                     | 749
tcp.ssn_from_pool                             | Total                     | 96
app_layer.flow.quic                           | Total                     | 1
app_layer.tx.quic                             | Total                     | 7
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.dns_udp                        | Total                     | 1
app_layer.tx.dns_udp                          | Total                     | 2
flow.end.state.new                            | Total                     | 2
flow.end.state.established                    | Total                     | 3
flow.end.state.closed                         | Total                     | 844
flow.end.tcp_state.syn_sent                   | Total                     | 1
flow.end.tcp_state.closed                     | Total                     | 844
flow.mgr.full_hash_pass                       | Total                     | 84
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9602
flow.mgr.rows_maxlen                          | Total                     | 2
flow.mgr.flows_checked                        | Total                     | 1769
flow.mgr.flows_notimeout                      | Total                     | 985
flow.mgr.flows_timeout                        | Total                     | 784
flow.mgr.flows_evicted                        | Total                     | 784
flow.mgr.flows_evicted_needs_work             | Total                     | 782
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 4
flow.recycler.queue_max                       | Total                     | 2
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:42:16 (uptime: 0d, 00h 01m 11s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 13
capture.afpacket.polls                        | Total                     | 242
capture.afpacket.poll_timeout                 | Total                     | 228
capture.afpacket.poll_data                    | Total                     | 14
decoder.pkts                                  | Total                     | 14
decoder.bytes                                 | Total                     | 756
decoder.ipv4                                  | Total                     | 12
decoder.ethernet                              | Total                     | 14
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 12
tcp.syn                                       | Total                     | 6
tcp.rst                                       | Total                     | 6
decoder.avg_pkt_size                          | Total                     | 54
decoder.max_pkt_size                          | Total                     | 58
tcp.active_sessions                           | Total                     | 6
flow.total                                    | Total                     | 6
flow.active                                   | Total                     | 6
flow.tcp                                      | Total                     | 6
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 3
tcp.sessions                                  | Total                     | 6
tcp.ssn_from_pool                             | Total                     | 6
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9700
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 2
flow.mgr.flows_notimeout                      | Total                     | 2
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:42:24 (uptime: 0d, 00h 01m 19s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 31
capture.afpacket.polls                        | Total                     | 610
capture.afpacket.poll_timeout                 | Total                     | 578
capture.afpacket.poll_data                    | Total                     | 32
decoder.pkts                                  | Total                     | 32
decoder.bytes                                 | Total                     | 1764
decoder.ipv4                                  | Total                     | 30
decoder.ethernet                              | Total                     | 32
decoder.arp                                   | Total                     | 2
decoder.tcp                                   | Total                     | 30
tcp.syn                                       | Total                     | 15
tcp.rst                                       | Total                     | 15
decoder.avg_pkt_size                          | Total                     | 55
decoder.max_pkt_size                          | Total                     | 58
tcp.active_sessions                           | Total                     | 15
flow.total                                    | Total                     | 15
flow.active                                   | Total                     | 15
flow.tcp                                      | Total                     | 15
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
tcp.sessions                                  | Total                     | 15
tcp.ssn_from_pool                             | Total                     | 15
flow.mgr.full_hash_pass                       | Total                     | 1
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9600
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 11
flow.mgr.flows_notimeout                      | Total                     | 11
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
tcp.memuse                                    | Total                     | 2490368
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 9/13/2025 -- 11:42:32 (uptime: 0d, 00h 01m 27s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 45
capture.afpacket.polls                        | Total                     | 856
capture.afpacket.poll_timeout                 | Total                     | 811
capture.afpacket.poll_data                    | Total                     | 45
decoder.pkts                                  | Total                     | 46
decoder.bytes                                 | Total                     | 2520
decoder.ipv4                                  | Total                     | 42
decoder.ethernet                              | Total                     | 46
decoder.arp                                   | Total                     | 4
decoder.tcp                                   | Total                     | 42
tcp.syn                                       | Total                     | 21
tcp.rst                                       | Total                     | 21
decoder.avg_pkt_size                          | Total                     | 54
decoder.max_pkt_size                          | Total                     | 58
tcp.active_sessions                           | Total                     | 21
flow.total                                    | Total                     | 21
flow.active                                   | Total                     | 21
flow.tcp                                      | Total                     | 21
flow.wrk.spare_sync_avg                       | Total                     | 100
